asset_id,name,type_is_crypto,data_quote_start,data_quote_end,data_orderbook_start,data_orderbook_end,data_trade_start,data_trade_end,data_symbols_count,volume_1hrs_usd,volume_1day_usd,volume_1mth_usd,price_usd,data_start,data_end
USD,US Dollar,0,2014-02-24T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2014-03-17T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2010-07-17T00:00:00.0000000Z,2025-02-24T00:00:00.0000000Z,609743,0,0,0,,2010-07-17,2025-03-11
BTC,Bitcoin,1,2014-02-24T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2014-03-17T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2010-07-17T00:00:00.0000000Z,2025-02-24T00:00:00.0000000Z,287652,0,0,0,80348.7288002777,2010-07-17,2025-03-11
PLN,Zloty,0,2017-08-30T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2017-08-29T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2011-04-05T00:00:00.0000000Z,2025-02-24T00:00:00.0000000Z,141,0,0,0,0.259705857146196,2011-04-05,2025-03-11
EUR,Euro,0,2014-04-21T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2014-04-20T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2011-04-06T00:00:00.0000000Z,2025-02-24T00:00:00.0000000Z,3424,0,0,0,1.0890925,2011-04-06,2025-03-11
CNY,Yuan Renminbi,0,2015-02-12T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2015-02-11T00:00:00.0000000Z,2021-06-27T00:00:00.0000000Z,2011-06-13T00:00:00.0000000Z,2022-06-10T14:00:00.0000000Z,430,0,0,0,0.138353680225616,2011-06-13,2025-03-11
JPY,Yen,0,2014-11-15T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2016-10-17T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2011-08-27T00:00:00.0000000Z,2025-02-24T00:00:00.0000000Z,687,0,0,0,0.00678958070944329,2011-08-27,2025-03-11
AUD,Australian Dollar,0,2017-03-19T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2017-03-18T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2011-09-02T00:00:00.0000000Z,2025-02-24T00:00:00.0000000Z,419,0,0,0,0.62851,2011-09-02,2025-03-11
CHF,Swiss Franc,0,2017-03-15T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2017-03-14T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2011-09-03T00:00:00.0000000Z,2025-02-24T00:00:00.0000000Z,285,0,0,0,1.13742350826907,2011-09-03,2025-03-11
SEK,Swedish Krona,0,2017-03-19T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2018-01-24T00:00:00.0000000Z,2025-03-04T00:00:00.0000000Z,2011-09-04T00:00:00.0000000Z,2025-01-18T00:00:00.0000000Z,55,0,0,0,0.0995214511023742,2011-09-04,2025-03-11
GBP,Pound Sterling,0,2014-11-15T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2015-02-11T00:00:00.0000000Z,2025-03-11T00:00:00.0000000Z,2011-09-06T00:00:00.0000000Z,2025-02-24T00:00:00.0000000Z,676,0,0,0,1.2909925,2011-09-06,2025-03-11
